"","genesysId","instCode","acceNumb","genus","12hr_DryMtrDigest","Fat","Fiber","Mtblzble_Enrgy","NetEnGain","NetEnLact","NetEnMaint","Phosphorus","Protein","Starch","TotalNutrients"
"1544",265626,"USA016","PI 599969","Sorghum",0.226,3.39,5.94,154.44,62.29,88.97,92.32,0.41,13.51,70.44,83.01
"1545",265631,"USA016","PI 601908","Sorghum",0.234,3.13,6.81,152.66,60.77,88.71,90.49,0.33,10.97,71.84,81.76
"1546",265632,"USA016","PI 601910","Sorghum",0.201,3.43,8.33,146.19,58.03,88.32,87.31,0.4,12.04,70.63,79.4
"1547",265633,"USA016","PI 601930","Sorghum",0.214,3.03,7.24,150.78,60.05,88.6,89.58,0.34,9.71,72.72,81.08
"1548",265642,"USA016","PI 602680","Sorghum",0.212,3.1,7.95,146.95,58.76,88.46,88.05,0.41,12.16,70.54,79.95
"1549",265643,"USA016","PI 602689","Sorghum",0.181,3.71,8.46,144.82,57.93,88.3,87.06,0.44,13.26,69.29,79.2
"1550",265644,"USA016","PI 602715","Sorghum",0.239,4.28,6.72,152.88,61.12,88.77,90.69,0.45,15.25,68.03,81.94
"1551",265645,"USA016","PI 602730","Sorghum",0.265,3.73,5.15,158.27,63.74,89.17,93.87,0.37,10.98,72.37,84.23
"1552",265646,"USA016","PI 602747","Sorghum",0.168,3.63,7.46,150.81,59.63,88.55,89.17,0.37,10.97,70.72,80.75
"1553",265647,"USA016","PI 602808","Sorghum",0.246,3.12,7.19,151.61,60.22,88.63,89.72,0.4,13.22,69.27,81.18
"1554",265648,"USA016","PI 602837","Sorghum",0.247,3.78,6.69,152.38,61.2,88.8,90.77,0.47,15.49,68.79,81.97
"1555",279236,"USA016","Grif 576","Sorghum",0.265,3.79,4.72,166.24,64.63,89.27,94.75,0.42,12.63,69.71,84.94
"1556",279238,"USA016","Grif 626","Sorghum",0.236,5.18,5.26,162.82,63.55,89.13,93.71,0.41,13.05,69.74,84.1
"1557",279323,"USA016","PI 585304","Sorghum",0.253,4.22,5.75,157.86,62.7,89.01,92.64,0.43,13.83,69.63,83.29
"1558",279324,"USA016","PI 585330","Sorghum",0.207,4.3,8.03,148.05,58.7,88.45,87.95,0.48,14.5,68.34,79.89
"1559",279325,"USA016","PI 585335","Sorghum",0.245,3.04,6.21,155.89,61.93,88.89,91.69,0.34,10.06,73.31,82.65
"1560",279329,"USA016","PI 585478","Sorghum",0.243,3.7,6.81,153.23,60.95,88.76,90.48,0.47,14.28,69.77,81.75
"1561",279330,"USA016","PI 585481","Sorghum",0.217,4.3,7.38,149.71,59.7,88.59,89.27,0.5,13.68,69.14,80.83
"1562",279357,"USA016","PI 586072","Sorghum",0.209,3.69,7.56,151.19,59.57,88.56,88.97,0.42,12.19,70.76,80.64
"1563",279369,"USA016","PI 586389","Sorghum",0.216,3.67,5.76,156.77,62.81,89.02,92.6,0.48,12.9,69.56,83.33
"1564",279373,"USA016","PI 586452","Sorghum",0.218,3.98,6.67,154.87,61.1,88.77,90.8,0.43,13.41,69.97,81.98
"1565",279374,"USA016","PI 586457","Sorghum",0.254,3.98,6.14,155.04,62.14,88.92,91.95,0.43,13.48,69.67,82.85
"1566",279377,"USA016","PI 586532","Sorghum",0.237,5.92,5.04,155.9,63.94,89.15,94.19,0.51,15.85,68.48,84.47
"1567",279584,"USA016","PI 63715","Sorghum",0.2,3.76,5.91,160.3,62.48,88.96,92.37,0.42,11.61,69.94,83.16
"1568",279599,"USA016","PI 71309","Sorghum",0.197,5.48,7.34,152.93,59.75,88.6,89.31,0.56,16.73,65.7,80.87
"1569",279732,"USA016","PI 92260","Sorghum",0.213,5.26,5.3,163.31,63.6,89.13,93.65,0.44,11.99,69.88,84.07
"1570",279733,"USA016","PI 92264","Sorghum",0.213,5.32,5.82,161.01,62.77,89.01,92.61,0.47,12.55,69.42,83.35
"1571",279734,"USA016","PI 92273","Sorghum",0.202,5.74,6.28,158.25,61.79,88.83,91.68,0.45,12.55,67.86,82.61
"1572",279890,"USA016","PI 170803","Sorghum",0.115,4.66,10.2,144.12,54.32,87.81,83.37,0.38,14.07,62.12,76.56
"1573",279902,"USA016","PI 173115","Sorghum",0.148,4.45,8.44,150.38,57.66,88.3,87.06,0.42,12.96,65.87,79.23
"1574",279906,"USA016","PI 173808","Sorghum",0.258,4.28,4.95,164.03,64.2,89.2,94.41,0.38,12.72,68.88,84.62
"1575",279911,"USA016","PI 174377","Sorghum",0.279,4.21,4.8,164.24,64.45,89.23,94.66,0.39,13.36,69.37,84.79
"1576",279916,"USA016","PI 177163","Sorghum",0.278,4.15,5.72,160.4,62.77,89.01,92.76,0.46,12.83,68.91,83.44
"1577",280034,"USA016","PI 219710","Sorghum",0.268,4.66,5.81,159.35,62.35,88.93,92.14,0.41,14.18,68.39,82.97
"1578",280056,"USA016","PI 229879","Sorghum",0.278,3.95,5.67,161.66,62.99,89.04,92.92,0.4,11.74,70.92,83.53
"1579",280093,"USA016","PI 250750","Sorghum",0.217,4.52,7,154.41,60.43,88.68,90.14,0.39,13.53,69.19,81.43
"1580",280104,"USA016","PI 253637","Sorghum",0.246,5.98,5.25,162.46,63.64,89.16,93.72,0.45,16.16,67.12,84.09
"1581",280110,"USA016","PI 257314","Sorghum",0.179,4.69,7.38,154.18,59.88,88.57,89.3,0.42,13.21,68.56,80.91
"1582",280119,"USA016","PI 262563","Sorghum",0.199,4.92,6.77,156.21,60.97,88.75,90.62,0.44,14.34,67.42,81.84
"1583",280120,"USA016","PI 262565","Sorghum",0.19,4.58,6.88,155.46,60.67,88.71,90.32,0.41,12.06,69.79,81.62
"1584",280132,"USA016","PI 267118","Sorghum",0.191,4.4,6.23,158.99,61.72,88.86,91.69,0.36,11.61,70.54,82.56
"1585",280133,"USA016","PI 267479","Sorghum",0.192,4.43,6.9,155.2,60.64,88.69,90.31,0.42,12.31,69.58,81.57
"1586",280205,"USA016","PI 287562","Sorghum",0.26,3.82,6.74,155.64,60.96,88.77,90.57,0.47,14.16,68.87,81.81
"1587",280207,"USA016","PI 287681","Sorghum",0.268,3.59,5.55,160.16,63,89.07,93.08,0.35,10.74,73.12,83.61
"1588",280220,"USA016","PI 291200","Sorghum",0.256,4.6,4.67,162.62,64.18,89.24,94.79,0.44,13.87,68.74,84.67
"1589",280232,"USA016","PI 297134","Sorghum",0.228,4.33,7.01,154.36,60.31,88.69,89.99,0.47,14.41,68.66,81.3
"1590",280233,"USA016","PI 297136","Sorghum",0.208,3.53,7.22,153.95,60.01,88.65,89.61,0.4,12.51,70.32,81.06
"1591",280239,"USA016","PI 302137","Sorghum",0.163,4.67,9.22,145.45,56.15,88.11,85.37,0.49,16.52,63.45,77.97
"1592",280267,"USA016","PI 308268","Sorghum",0.26,4.12,4.76,164.04,64.44,89.28,94.73,0.4,11.61,71.32,84.83
"1593",280270,"USA016","PI 308383","Sorghum",0.214,3.82,6.89,156.27,60.81,88.73,90.35,0.42,11.29,71.1,81.67
"1594",280314,"USA016","PI 330819","Sorghum",0.255,4.55,6.21,159.29,61.86,88.86,91.73,0.41,13.07,69.17,82.66
"1595",280713,"USA016","PI 475065","Sorghum",0.274,4.85,5.9,160.27,62.42,88.95,92.31,0.46,14.87,67.77,83.07
"1596",280717,"USA016","PI 475150","Sorghum",0.287,4.93,5.65,160.21,62.85,89.01,92.84,0.38,14.33,68.96,83.43
"1597",280822,"USA016","PI 499312","Sorghum",0.279,4.28,5.67,161.06,63.01,89.03,92.91,0.44,13.28,69.41,83.54
"1598",280823,"USA016","PI 499315","Sorghum",0.284,4.37,5.09,162.28,64.02,89.19,94.01,0.48,13.19,69.93,84.38
"1599",280824,"USA016","PI 499322","Sorghum",0.281,5.12,5.3,160.29,63.53,89.07,93.64,0.42,12.59,69.25,84.03
"1600",280876,"USA016","PI 510897","Sorghum",0.289,4.57,4.85,163.04,64.34,89.21,94.56,0.4,12.51,70.02,84.73
"1601",280881,"USA016","PI 510974","Sorghum",0.275,3.92,4.89,162.58,64.36,89.22,94.49,0.41,11.67,70.65,84.74
"1602",280882,"USA016","PI 510993","Sorghum",0.259,4.36,4.55,163.77,64.84,89.3,95.18,0.41,12.06,70.8,85.17
"1603",280883,"USA016","PI 511007","Sorghum",0.259,3.89,4.93,163.95,64.09,89.23,94.27,0.49,14.2,68.5,84.49
"1604",280894,"USA016","PI 511827","Sorghum",0.266,4.57,6,158.35,62.28,88.95,92.15,0.44,12.85,69.91,82.97
"1605",280999,"USA016","PI 522247","Sorghum",0.264,4.64,5.02,162.68,64.03,89.19,94.17,0.4,11.36,70.35,84.47
"1606",281064,"USA016","PI 526992","Sorghum",0.209,3.77,6.64,157.3,61.13,88.75,90.95,0.37,11.31,70.05,82.06
"1607",281073,"USA016","PI 527440","Sorghum",0.184,4.64,9.24,145.15,56.23,88.03,85.46,0.46,14.63,64.28,78.07
"1608",281160,"USA016","PI 533795","Sorghum",0.261,3.94,6.66,156.35,61.16,88.8,90.77,0.45,13.81,69.43,81.97
"1609",281163,"USA016","PI 533923","Sorghum",0.251,4.04,6.28,159.55,61.79,88.85,91.57,0.33,10.53,71.44,82.57
"1610",281166,"USA016","PI 534100","Sorghum",0.255,4.14,6.19,159.79,62.03,88.9,91.78,0.42,11.91,70.27,82.73
"1611",281169,"USA016","PI 534150","Sorghum",0.193,3.48,6.17,158.06,61.99,88.93,91.74,0.46,13.79,70.02,82.66
"1612",281170,"USA016","PI 534155","Sorghum",0.25,3.77,6.89,154.94,60.62,88.71,90.19,0.49,14.54,67.82,81.52
"1613",281178,"USA016","PI 535782","Sorghum",0.291,4.4,5.7,162.51,62.94,89,92.81,0.44,13.19,68.94,83.49
"1614",281221,"USA016","PI 540509","Sorghum",0.279,3.45,6.02,160.81,62.31,88.96,92.11,0.39,10.56,72.02,82.97
"1615",281229,"USA016","PI 542739","Sorghum",0.254,5.74,6.06,159.33,62.24,88.92,92.07,0.48,13.96,67.68,82.89
"1616",281230,"USA016","PI 542759","Sorghum",0.228,5.58,5.06,163.91,63.89,89.14,94.12,0.41,11.03,69.84,84.39
"1617",281248,"USA016","PI 547922","Sorghum",0.219,6.21,5.99,158.08,62.34,88.92,92.16,0.55,14.36,66.64,82.99
"1618",281249,"USA016","PI 547979","Sorghum",0.23,5.36,6.02,159.7,62.04,88.87,92.09,0.39,11.71,68.83,82.88
"1619",281253,"USA016","PI 550578","Sorghum",0.274,3.48,5.5,161.45,63.05,89.06,93.11,0.44,13.15,69.93,83.65
"1620",281258,"USA016","PI 550765","Sorghum",0.273,4.06,4.65,164.98,64.65,89.29,94.84,0.53,13.16,69.14,84.95
"1621",281259,"USA016","PI 550785","Sorghum",0.267,4.16,4.2,165.59,65.2,89.35,95.68,0.43,11.17,71.23,85.5
"1622",281260,"USA016","PI 550829","Sorghum",0.27,3.93,4.37,164.5,64.9,89.33,95.28,0.52,12.46,69.49,85.22
"1623",281279,"USA016","PI 555681","Sorghum",0.218,3.98,7.73,151.58,59.12,88.48,88.49,0.48,12.29,69.42,80.28
"1624",281296,"USA016","PI 560431","Sorghum",0.242,3.27,5.49,158.1,63.29,89.16,93.34,0.42,12.98,71.98,83.83
"1625",281309,"USA016","PI 562724","Sorghum",0.262,4.43,5.62,155.72,62.98,89.03,92.9,0.51,14.45,68.91,83.6
"1626",281326,"USA016","PI 563375","Sorghum",0.266,4.53,5.52,157.58,63.24,89.04,93.23,0.43,12.58,70.31,83.79
"1627",281327,"USA016","PI 563502","Sorghum",0.212,3.38,6.47,154.29,61.48,88.85,91.11,0.48,12.83,70.77,82.22
"1628",281328,"USA016","PI 563538","Sorghum",0.212,5.02,6.49,152.2,61.54,88.82,91.21,0.53,13.49,68.69,82.3
"1629",281329,"USA016","PI 563680","Sorghum",0.245,4.17,4.01,162.92,65.5,89.46,96.24,0.39,11.72,71.8,85.87
"1630",281330,"USA016","PI 563726","Sorghum",0.246,3.51,5.86,156.69,62.64,88.98,92.53,0.4,12.82,70.57,83.27
"1631",281331,"USA016","PI 563733","Sorghum",0.271,3.83,3.99,162.86,65.72,89.44,96.33,0.35,10.75,72.74,86
"1632",281332,"USA016","PI 563796","Sorghum",0.261,3.65,4.87,160.71,64.25,89.23,94.52,0.4,12.32,71.01,84.69
"1633",281333,"USA016","PI 563815","Sorghum",0.204,3.29,5.32,158.12,63.12,89.13,93.45,0.4,12.56,71.06,83.82
"1634",281343,"USA016","PI 567938","Sorghum",0.204,6.21,6.13,153.64,62.02,88.86,91.9,0.49,13.82,68.94,82.82
"1635",281344,"USA016","PI 567989","Sorghum",0.221,4.24,6.64,152.59,61.07,88.79,90.86,0.47,14.31,69.76,81.97
"1636",281608,"USA016","PI 599706","Sorghum",0.229,4.29,5.63,157.09,62.92,89.02,92.94,0.4,13.16,69.71,83.55
"1637",281620,"USA016","PI 599747","Sorghum",0.199,3.88,9.42,141.75,56.16,88.04,85.04,0.42,14.09,68.96,77.76
"1638",281622,"USA016","PI 599840","Sorghum",0.231,3.53,7.04,150.97,60.46,88.71,89.99,0.46,14.86,68.82,81.38
"1639",281623,"USA016","PI 599871","Sorghum",0.217,3.14,8.05,148.65,58.66,88.39,87.95,0.37,11.52,70.93,79.93
"1640",281624,"USA016","PI 599907","Sorghum",0.222,3.93,5.48,155.51,63.12,89.04,93.27,0.39,11.61,70.64,83.78
"1641",281625,"USA016","PI 599925","Sorghum",0.22,3.52,5.99,154.39,62.17,88.93,92.15,0.39,12.58,70.78,82.97
"1642",281626,"USA016","PI 599942","Sorghum",0.222,3.52,6.45,151.7,61.24,88.81,91.15,0.39,14.06,70.02,82.16
"1643",281629,"USA016","PI 601890","Sorghum",0.278,3.32,5.54,157.01,63.12,89.07,93.08,0.37,10.79,72.06,83.68
"1644",281630,"USA016","PI 601900","Sorghum",0.204,3.17,8.65,146.3,57.64,88.27,86.68,0.39,11.66,70.01,78.99
"1645",281631,"USA016","PI 601935","Sorghum",0.212,4.08,6.89,154,60.62,88.67,90.31,0.28,9.45,72.13,81.61
"1646",281633,"USA016","PI 602019","Sorghum",0.263,3.29,6.1,156.55,62.25,88.93,92.06,0.38,12.52,70.49,82.95
"1647",281635,"USA016","PI 602033","Sorghum",0.249,3.21,6.64,152.88,61.24,88.81,90.84,0.47,15.43,68.49,82.02
"1648",281640,"USA016","PI 602677","Sorghum",0.166,3.45,9.56,140.58,55.79,87.99,84.8,0.45,15.29,67.13,77.5
"1649",281641,"USA016","PI 602702","Sorghum",0.249,4.27,5.95,154.57,62.32,88.94,92.27,0.41,13.32,69.56,83.02
"1650",281642,"USA016","PI 602733","Sorghum",0.258,3.87,5.36,158.41,63.45,89.12,93.52,0.41,13.06,70.81,83.96
"1651",281643,"USA016","PI 602825","Sorghum",0.247,4.11,5.12,158.95,63.88,89.2,93.99,0.41,12.26,70.76,84.35
"1652",281644,"USA016","PI 602833","Sorghum",0.258,3.5,6.86,152.18,60.9,88.77,90.39,0.45,15.49,68.79,81.72
"1653",295099,"USA016","Grif 604","Sorghum",0.277,3.92,5.25,163.14,63.71,89.13,93.78,0.44,14.3,69.02,84.16
"1654",295179,"USA016","PI 585309","Sorghum",0.181,4.47,8.32,147.24,58.11,88.34,87.35,0.48,15.78,68.16,79.36
"1655",295557,"USA016","PI 88006","Sorghum",0.22,5.27,6.39,157.99,61.49,88.82,91.38,0.39,12.79,69.54,82.36
"1656",295585,"USA016","PI 92270","Sorghum",0.213,5.52,6.17,159.25,62,88.88,91.85,0.47,13.09,68.09,82.71
"1657",295718,"USA016","PI 166967","Sorghum",0.278,3.98,5.45,160.93,63.29,89.08,93.22,0.42,13.35,69.2,83.79
"1658",295728,"USA016","PI 170783","Sorghum",0.267,4.42,4.98,161.71,63.2,89.04,92.98,0.41,12.81,68.71,83.64
"1659",295742,"USA016","PI 173113","Sorghum",0.106,4.85,11.68,137.01,51.48,87.38,80.18,0.41,14.42,59.83,74.25
"1660",295757,"USA016","PI 177079","Sorghum",0.142,3.91,6.42,146.09,56.29,88.11,85.49,0.35,10.84,65.41,78.09
"1661",295759,"USA016","PI 177162","Sorghum",0.149,4.23,10.46,138.99,53.71,87.67,82.83,0.53,16.36,61.79,76.11
"1662",295762,"USA016","PI 179502","Sorghum",0.124,4.81,10.07,140.28,54.11,87.74,83.2,0.51,15.37,59.42,76.37
"1663",295843,"USA016","PI 197546","Sorghum",0.167,4.83,6.99,154.69,60.44,88.67,90.11,0.44,11.17,68.98,81.47
"1664",295899,"USA016","PI 221726","Sorghum",0.278,4.07,4.78,163.88,64.46,89.25,94.67,0.4,12.69,69.73,84.82
"1665",295914,"USA016","PI 229829","Sorghum",0.21,3.61,8.23,151.17,58.36,88.37,87.56,0.4,12.66,69.01,79.6
"1666",295998,"USA016","PI 264397","Sorghum",0.266,4.45,4.92,163.7,64,89.22,94.3,0.38,13.37,69.13,84.48
"1667",296002,"USA016","PI 267351","Sorghum",0.27,4.05,5.64,161.7,63.06,89.09,92.95,0.43,13.9,69.84,83.59
"1668",296007,"USA016","PI 267521","Sorghum",0.164,4.89,6.59,156.45,61.07,88.76,90.93,0.41,11.56,69.63,82.03
"1669",296008,"USA016","PI 267527","Sorghum",0.267,3.73,4.87,162.28,63.93,89.24,94.33,0.43,12.9,69.74,84.45
"1670",296082,"USA016","PI 287661","Sorghum",0.268,3.68,4.78,163.89,64.54,89.27,94.73,0.36,11.01,71.99,84.9
"1671",296083,"USA016","PI 287685","Sorghum",0.21,4.37,6.95,154.35,60.47,88.69,90.15,0.42,12.71,69.41,81.45
"1672",296120,"USA016","PI 302260","Sorghum",0.23,4.07,5.65,161.35,62.87,89.06,92.93,0.37,11.4,70.98,83.51
"1673",296144,"USA016","PI 308253","Sorghum",0.258,4.04,4.61,164.9,64.62,89.33,95.03,0.41,12.13,70.83,85.01
"1674",296147,"USA016","PI 308378","Sorghum",0.222,4.03,6.7,156.57,61.1,88.78,90.71,0.43,12.24,70.27,81.9
"1675",296431,"USA016","PI 454164","Sorghum",0.213,4.42,7.89,150.16,58.81,88.44,88.18,0.48,12.94,68.34,80.03
"1676",296649,"USA016","PI 475098","Sorghum",0.235,4.16,6.6,157.96,61.26,88.79,90.95,0.38,12.58,69.92,82.08
"1677",296655,"USA016","PI 475296","Sorghum",0.27,5.02,5.6,161.4,62.97,89.06,92.94,0.46,14.19,68.07,83.56
"1678",296657,"USA016","PI 475357","Sorghum",0.281,4.71,5.36,163.96,63.42,89.12,93.47,0.41,13.49,69.32,83.93
"1679",296712,"USA016","PI 495972","Sorghum",0.273,4.66,5.93,159.59,62.47,88.99,92.36,0.47,14.85,68.37,83.11
"1680",296743,"USA016","PI 499986","Sorghum",0.223,5.85,6.16,157.88,62.05,88.88,91.86,0.49,13.02,67.86,82.79
"1681",296818,"USA016","PI 511828","Sorghum",0.235,4.52,5.62,161.15,62.88,89.05,92.96,0.39,11.72,70.23,83.53
"1682",296848,"USA016","PI 513734","Sorghum",0.289,3.92,5.75,159.95,62.83,89.02,92.68,0.4,11.16,72.29,83.42
"1683",296986,"USA016","PI 527009","Sorghum",0.271,3.73,5.65,162.93,62.97,89.04,92.87,0.4,11.17,70.93,83.53
"1684",296987,"USA016","PI 527045","Sorghum",0.273,3.66,6.28,158.45,61.93,88.9,91.59,0.4,10.74,71.51,82.59
"1685",296989,"USA016","PI 527083","Sorghum",0.273,3.56,6.71,157.85,61.07,88.77,90.69,0.38,10.72,71.64,81.89
"1686",297070,"USA016","PI 533794","Sorghum",0.282,3.77,4.73,165.32,64.4,89.26,94.76,0.36,12.3,70.34,84.83
"1687",297071,"USA016","PI 533803","Sorghum",0.314,3.35,5.02,164.45,64.29,89.2,94.24,0.37,10.51,72.37,84.55
"1688",297072,"USA016","PI 533831","Sorghum",0.295,3.56,5.51,161.64,63.3,89.1,93.15,0.43,13.04,69.44,83.76
"1689",297073,"USA016","PI 533846","Sorghum",0.261,4.32,5.16,163.27,63.77,89.19,93.85,0.4,12.24,69.83,84.23
"1690",297077,"USA016","PI 533994","Sorghum",0.276,4.18,5.96,162.15,62.53,88.97,92.17,0.54,14.74,67.17,83.1
"1691",297078,"USA016","PI 534034","Sorghum",0.287,4.15,3.92,168.33,65.74,89.47,96.36,0.43,12.89,69.19,85.99
"1692",297079,"USA016","PI 534044","Sorghum",0.266,3.96,7.33,155.59,59.82,88.59,89.32,0.43,12.48,69.17,80.93
"1693",297081,"USA016","PI 534093","Sorghum",0.258,3.77,6.89,156.39,60.75,88.71,90.34,0.43,13.94,69.56,81.66
"1694",297082,"USA016","PI 534121","Sorghum",0.276,3.71,5.77,161.5,62.81,89.04,92.57,0.49,14.89,68.58,83.35
"1695",297132,"USA016","PI 542745","Sorghum",0.242,5.15,5.92,159.66,62.26,88.95,92.28,0.45,12.53,68.98,82.99
"1696",297153,"USA016","PI 548054","Sorghum",0.248,5.65,5.47,161.61,63.23,89.04,93.26,0.48,13.25,67.99,83.77
"1697",297160,"USA016","PI 550635","Sorghum",0.164,5.13,12.53,136.67,50.19,87.14,78.5,0.52,14.87,58.15,73.07
"1698",297161,"USA016","PI 550669","Sorghum",0.229,4.72,6.58,155.39,61.07,88.76,90.88,0.53,13.35,67.71,82
"1699",297163,"USA016","PI 550782","Sorghum",0.278,4.27,4.48,163.55,64.62,89.28,95.07,0.46,11.55,70.35,85.01
"1700",297164,"USA016","PI 550796","Sorghum",0.275,4,4.52,165.06,64.49,89.26,94.99,0.43,11.29,70.47,84.94
"1701",297198,"USA016","PI 560448","Sorghum",0.247,4.27,5.34,158.2,63.5,89.12,93.58,0.42,12.91,70.17,84.03
"1702",297200,"USA016","PI 560501","Sorghum",0.181,3.64,7.37,151.17,59.87,88.61,89.34,0.41,12.05,72.13,80.89
"1703",297217,"USA016","PI 562706","Sorghum",0.254,3.36,5.8,157.04,62.87,89.04,92.72,0.42,12.15,71.81,83.44
"1704",297222,"USA016","PI 563025","Sorghum",0.215,3.95,6.59,153.89,61.24,88.82,90.98,0.44,13.45,70.52,82.08
"1705",297231,"USA016","PI 563289","Sorghum",0.249,3.66,4.83,160.74,64.37,89.27,94.59,0.41,12.46,71.5,84.77
"1706",297234,"USA016","PI 563392","Sorghum",0.235,4.16,5.7,156.68,62.74,89.03,92.84,0.47,14.43,68.61,83.43
"1707",297239,"USA016","PI 563519","Sorghum",0.246,3.2,6.47,153.43,61.33,88.86,91.12,0.42,12.76,71.55,82.21
"1708",297240,"USA016","PI 563536","Sorghum",0.227,4.83,6.26,154.54,61.75,88.86,91.62,0.41,12.1,70.6,82.54
"1709",297241,"USA016","PI 563601","Sorghum",0.259,4.09,3.39,164.51,66.79,89.58,97.56,0.41,10.97,71.82,86.93
"1710",297242,"USA016","PI 563656","Sorghum",0.243,3.59,6.76,153.79,61.08,88.76,90.61,0.41,12.89,69.74,81.88
"1711",297243,"USA016","PI 563672","Sorghum",0.251,3.9,5.3,157.94,63.6,89.13,93.59,0.41,12.48,70.4,84.08
"1712",297244,"USA016","PI 563682","Sorghum",0.264,3.72,4.75,159.28,64.56,89.26,94.81,0.37,10.56,73.03,84.94
"1713",297246,"USA016","PI 563742","Sorghum",0.26,4.14,4.44,160.8,64.99,89.35,95.41,0.42,11.96,71.78,85.34
"1714",297247,"USA016","PI 563750","Sorghum",0.251,3.64,4.94,159.9,64.2,89.25,94.41,0.42,12.19,70.8,84.65
"1715",297248,"USA016","PI 563777","Sorghum",0.257,4.28,4.15,162.18,65.34,89.41,95.91,0.39,11.4,71.94,85.67
"1716",297249,"USA016","PI 563808","Sorghum",0.209,4.24,5.32,159.56,63.44,89.1,93.65,0.37,10.4,72.9,84.03
"1717",297256,"USA016","PI 565136","Sorghum",0.244,3.87,5.58,156.74,62.96,89.04,92.98,0.41,12.67,70.56,83.58
"1718",297257,"USA016","PI 565164","Sorghum",0.265,3.34,5.08,159.9,64,89.19,94.11,0.38,11.26,73.07,84.43
"1719",297260,"USA016","PI 567945","Sorghum",0.216,5.79,5.47,157.52,63.24,89.06,93.29,0.46,13.33,69.77,83.79
"1720",297262,"USA016","PI 568008","Sorghum",0.206,4.83,6.4,153.72,61.51,88.82,91.37,0.44,13.11,69.44,82.35
"1721",297407,"USA016","PI 586542","Sorghum",0.155,4.73,7.15,149.99,60.27,88.63,89.8,0.45,12.33,69.53,81.23
"1722",297557,"USA016","PI 599834","Sorghum",0.239,3.48,5.75,156.69,62.67,88.99,92.73,0.37,10.98,71.81,83.37
"1723",297558,"USA016","PI 599857","Sorghum",0.233,3.17,6.9,153.05,60.7,88.71,90.34,0.38,14.08,68.79,81.63
"1724",297559,"USA016","PI 599936","Sorghum",0.236,2.79,5.33,156.29,63.46,89.09,93.6,0.33,10.72,72.54,84.04
"1725",297560,"USA016","PI 599959","Sorghum",0.24,3.54,6.71,151.67,60.87,88.74,90.67,0.41,13.03,69.73,81.82
"1726",297567,"USA016","PI 601834","Sorghum",0.243,3.38,5.33,158.16,63.32,89.1,93.47,0.34,10.64,71.81,83.91
"1727",297568,"USA016","PI 601842","Sorghum",0.237,3.51,4.64,159.25,64.48,89.28,94.92,0.33,10.21,72.71,84.95
"1728",297569,"USA016","PI 601845","Sorghum",0.251,3.3,5.37,157.89,63.33,89.11,93.47,0.36,11.95,71.24,83.9
"1729",297570,"USA016","PI 601847","Sorghum",0.237,3.19,5.91,156.02,62.4,88.98,92.33,0.35,12.01,70.81,83.1
"1730",297571,"USA016","PI 601863","Sorghum",0.241,2.94,6.64,153.75,61.12,88.82,90.81,0.38,13.6,69.94,81.96
"1731",297572,"USA016","PI 601886","Sorghum",0.255,3,5.58,157.6,63.06,89.05,93.06,0.37,12.34,71.17,83.65
"1732",297573,"USA016","PI 601937","Sorghum",0.204,3.28,7.65,150.83,59.5,88.55,88.77,0.39,11.03,71.38,80.53
"1733",297579,"USA016","PI 602676","Sorghum",0.256,3.15,5.08,158.82,63.93,89.18,94.15,0.37,12.42,71.26,84.41
"1734",297580,"USA016","PI 602708","Sorghum",0.183,2.94,8.62,144.11,57.57,88.24,86.73,0.35,11.01,71.04,78.97
"1735",297581,"USA016","PI 602726","Sorghum",0.263,3.7,5,158.91,64.2,89.21,94.28,0.43,12.02,71.84,84.57
"1736",297582,"USA016","PI 602732","Sorghum",0.258,3.95,5.11,158.25,63.96,89.2,94.01,0.41,11.43,72.11,84.38
"1737",297583,"USA016","PI 602819","Sorghum",0.236,3.61,4.84,159.82,64.28,89.26,94.62,0.36,10.71,71.71,84.75
"1738",310966,"USA016","Grif 502","Sorghum",0.228,3.58,3.78,167.9,66.29,89.49,96.89,0.38,12.17,68.97,86.46
"1739",310970,"USA016","Grif 577","Sorghum",0.262,3.73,5.94,161.51,62.37,88.94,92.28,0.44,14.84,69.06,83.08
"1740",310971,"USA016","PI 643108","Sorghum",0.248,4.19,6.46,157.09,61.48,88.81,91.24,0.46,13.7,68.74,82.33
"1741",310972,"USA016","Grif 616","Sorghum",0.247,5.36,5.47,161.5,63.17,89.04,93.27,0.39,12.53,69.37,83.77
"1742",311118,"USA016","PI 586381","Sorghum",0.219,3.73,5.52,156.91,63.12,89.06,93.1,0.41,11.3,71.42,83.68
"1743",311155,"USA016","PI 19492","Sorghum",0.231,4.46,5.36,163.12,63.38,89.14,93.53,0.42,13.45,68.41,83.98
"1744",311646,"USA016","PI 173120","Sorghum",0.126,4.8,8.77,147.95,56.89,88.18,86.34,0.39,13.61,63.86,78.68
"1745",311660,"USA016","PI 177547","Sorghum",0.128,5.24,9.91,143.71,54.94,87.87,83.97,0.47,14.77,61.94,77
"1746",311672,"USA016","PI 181074","Sorghum",0.275,4.27,4.83,163.36,64.2,89.25,94.49,0.38,12.58,70.32,84.64
"1747",311765,"USA016","PI 206750","Sorghum",0.129,5.41,8.27,147.35,57.92,88.27,87.45,0.53,17.07,61.97,79.51
