"genesysId","instCode","acceNumb","genus"
"345059","USA016","PI 602690","Sorghum"
"345060","USA016","PI 602695","Sorghum"
"345061","USA016","PI 602707","Sorghum"
"345062","USA016","PI 602737","Sorghum"
"345063","USA016","PI 602812","Sorghum"
"358452","USA016","Grif 534","Sorghum"
"358454","USA016","Grif 568","Sorghum"
"358529","USA016","PI 585307","Sorghum"
"358530","USA016","PI 585338","Sorghum"
"358559","USA016","PI 586092","Sorghum"
"358573","USA016","PI 586500","Sorghum"
"358574","USA016","PI 586515","Sorghum"
"358911","USA016","PI 88000","Sorghum"
"359079","USA016","PI 164783","Sorghum"
"359109","USA016","PI 174382","Sorghum"
"359215","USA016","PI 204631","Sorghum"
"359300","USA016","PI 246705","Sorghum"
"359327","USA016","PI 257301","Sorghum"
"359346","USA016","PI 267123","Sorghum"
"359351","USA016","PI 267501","Sorghum"
"359353","USA016","PI 267516","Sorghum"
"359354","USA016","PI 267517","Sorghum"
"359424","USA016","PI 284975","Sorghum"
"359432","USA016","PI 287693","Sorghum"
"359433","USA016","PI 287700","Sorghum"
"359457","USA016","PI 302120","Sorghum"
"359459","USA016","PI 302265","Sorghum"
"359471","USA016","PI 305034","Sorghum"
"359485","USA016","PI 308269","Sorghum"
"359487","USA016","PI 308285","Sorghum"
"359646","USA016","PI 391655","Sorghum"
"359662","USA016","PI 408823","Sorghum"
"359971","USA016","PI 475365","Sorghum"
"360040","USA016","PI 496037","Sorghum"
"360063","USA016","PI 499287","Sorghum"
"360136","USA016","PI 510907","Sorghum"
"360148","USA016","PI 511791","Sorghum"
"360245","USA016","PI 521723","Sorghum"
"360303","USA016","PI 526724","Sorghum"
"360308","USA016","PI 526873","Sorghum"
"360312","USA016","PI 527012","Sorghum"
"360315","USA016","PI 527082","Sorghum"
"360320","USA016","PI 527207","Sorghum"
"360389","USA016","PI 532876","Sorghum"
"360391","USA016","PI 533619","Sorghum"
"360392","USA016","PI 533764","Sorghum"
"360393","USA016","PI 533783","Sorghum"
"360395","USA016","PI 533929","Sorghum"
"360396","USA016","PI 533943","Sorghum"
"360397","USA016","PI 533996","Sorghum"
"360399","USA016","PI 534046","Sorghum"
"360401","USA016","PI 534112","Sorghum"
"360451","USA016","PI 540803","Sorghum"
"360456","USA016","PI 542752","Sorghum"
"360465","USA016","PI 543256","Sorghum"
"360471","USA016","PI 548046","Sorghum"
"360479","USA016","PI 550676","Sorghum"
"360480","USA016","PI 550764","Sorghum"
"360481","USA016","PI 550780","Sorghum"
"360482","USA016","PI 550801","Sorghum"
"360483","USA016","PI 550835","Sorghum"
"360484","USA016","PI 550849","Sorghum"
"360486","USA016","PI 550869","Sorghum"
"360516","USA016","PI 560369","Sorghum"
"360518","USA016","PI 560396","Sorghum"
"360533","USA016","PI 562221","Sorghum"
"360542","USA016","PI 562726","Sorghum"
"360543","USA016","PI 562728","Sorghum"
"360546","USA016","PI 562885","Sorghum"
"360555","USA016","PI 563043","Sorghum"
"360562","USA016","PI 563249","Sorghum"
"360568","USA016","PI 563427","Sorghum"
"360570","USA016","PI 563477","Sorghum"
"360572","USA016","PI 563567","Sorghum"
"360573","USA016","PI 563599","Sorghum"
"360575","USA016","PI 563668","Sorghum"
"360585","USA016","PI 565172","Sorghum"
"360586","USA016","PI 567811","Sorghum"
"360589","USA016","PI 567919","Sorghum"
"360590","USA016","PI 567972","Sorghum"
"360875","USA016","PI 599739","Sorghum"
"360879","USA016","PI 599856","Sorghum"
"360880","USA016","PI 599888","Sorghum"
"360881","USA016","PI 599908","Sorghum"
"360882","USA016","PI 599961","Sorghum"
"360887","USA016","PI 601838","Sorghum"
"360888","USA016","PI 601843","Sorghum"
"360889","USA016","PI 601846","Sorghum"
"360890","USA016","PI 601855","Sorghum"
"360891","USA016","PI 601876","Sorghum"
"360892","USA016","PI 601894","Sorghum"
"360893","USA016","PI 601915","Sorghum"
"360894","USA016","PI 599891","Sorghum"
"360897","USA016","PI 602754","Sorghum"
"360898","USA016","PI 602761","Sorghum"
"360899","USA016","PI 602778","Sorghum"
"360900","USA016","PI 602798","Sorghum"
"374267","USA016","PI 643107","Sorghum"
"374355","USA016","PI 585298","Sorghum"
"374387","USA016","PI 586498","Sorghum"
"375041","USA016","PI 202715","Sorghum"
"375182","USA016","PI 267485","Sorghum"
"375183","USA016","PI 267518","Sorghum"
"375188","USA016","PI 269977","Sorghum"
"375198","USA016","PI 271239","Sorghum"
"375276","USA016","PI 297211","Sorghum"
"375316","USA016","PI 308386","Sorghum"
"375321","USA016","PI 308462","Sorghum"
"375621","USA016","PI 455141","Sorghum"
"375809","USA016","PI 475061","Sorghum"
"375844","USA016","PI 485847","Sorghum"
"375900","USA016","PI 499987","Sorghum"
"375945","USA016","PI 508121","Sorghum"
"376039","USA016","PI 521718","Sorghum"
"376105","USA016","PI 526977","Sorghum"
"376107","USA016","PI 527020","Sorghum"
"376112","USA016","PI 527203","Sorghum"
"376203","USA016","PI 532185","Sorghum"
"376209","USA016","PI 532879","Sorghum"
"376211","USA016","PI 533623","Sorghum"
"376212","USA016","PI 533753","Sorghum"
"376214","USA016","PI 533818","Sorghum"
"376218","USA016","PI 533904","Sorghum"
"376221","USA016","PI 533993","Sorghum"
"376222","USA016","PI 534059","Sorghum"
"376225","USA016","PI 534134","Sorghum"
"376229","USA016","PI 535801","Sorghum"
"376283","USA016","PI 542724","Sorghum"
"376284","USA016","PI 542749","Sorghum"
"376303","USA016","PI 547998","Sorghum"
"376304","USA016","PI 548005","Sorghum"
"376308","USA016","PI 550606","Sorghum"
"376309","USA016","PI 550656","Sorghum"
"376310","USA016","PI 550671","Sorghum"
"376311","USA016","PI 550680","Sorghum"
"376314","USA016","PI 550770","Sorghum"
"376315","USA016","PI 550794","Sorghum"
"376316","USA016","PI 550795","Sorghum"
"376317","USA016","PI 550813","Sorghum"
"376348","USA016","PI 562158","Sorghum"
"376353","USA016","PI 562718","Sorghum"
"376356","USA016","PI 562785","Sorghum"
"376371","USA016","PI 563177","Sorghum"
"376375","USA016","PI 563388","Sorghum"
"376378","USA016","PI 563529","Sorghum"
"376380","USA016","PI 563592","Sorghum"
"376382","USA016","PI 563741","Sorghum"
"376383","USA016","PI 563759","Sorghum"
"376391","USA016","PI 565116","Sorghum"
"376393","USA016","PI 565174","Sorghum"
"376395","USA016","PI 567797","Sorghum"
"376397","USA016","PI 567932","Sorghum"
"376398","USA016","PI 567955","Sorghum"
"376400","USA016","PI 568024","Sorghum"
"376401","USA016","PI 568053","Sorghum"
"376524","USA016","PI 583993","Sorghum"
"376674","USA016","PI 599726","Sorghum"
"376675","USA016","PI 599749","Sorghum"
"376679","USA016","PI 599815","Sorghum"
"376680","USA016","PI 599847","Sorghum"
"376682","USA016","PI 599912","Sorghum"
"376683","USA016","PI 599915","Sorghum"
"376688","USA016","PI 601848","Sorghum"
"376689","USA016","PI 601857","Sorghum"
"376690","USA016","PI 601865","Sorghum"
"376692","USA016","PI 601903","Sorghum"
"376693","USA016","PI 601904","Sorghum"
"376694","USA016","PI 601932","Sorghum"
"376700","USA016","PI 602673","Sorghum"
"376701","USA016","PI 602713","Sorghum"
"376702","USA016","PI 602760","Sorghum"
"376703","USA016","PI 602818","Sorghum"
"390230","USA016","Grif 541","Sorghum"
"390323","USA016","Grif 7260","Sorghum"
"390357","USA016","PI 586091","Sorghum"
"390366","USA016","PI 586241","Sorghum"
"390379","USA016","PI 586524","Sorghum"
"390615","USA016","PI 76409","Sorghum"
"390888","USA016","PI 170782","Sorghum"
"391019","USA016","PI 221728","Sorghum"
"391061","USA016","PI 246707","Sorghum"
"391124","USA016","PI 267466","Sorghum"
"391125","USA016","PI 267487","Sorghum"
"391126","USA016","PI 267508","Sorghum"
"391187","USA016","PI 287569","Sorghum"
"391226","USA016","PI 302123","Sorghum"
"391228","USA016","PI 302174","Sorghum"
"391261","USA016","PI 308267","Sorghum"
"391268","USA016","PI 308479","Sorghum"
"391730","USA016","PI 475062","Sorghum"
"391739","USA016","PI 475311","Sorghum"
"391777","USA016","PI 485793","Sorghum"
"391823","USA016","PI 499314","Sorghum"
"391824","USA016","PI 499316","Sorghum"
"391890","USA016","PI 510904","Sorghum"
"391891","USA016","PI 510915","Sorghum"
"391900","USA016","PI 511803","Sorghum"
"392048","USA016","PI 526810","Sorghum"
"392054","USA016","PI 527124","Sorghum"
"392058","USA016","PI 527199","Sorghum"
"392153","USA016","PI 532890","Sorghum"
"392154","USA016","PI 533613","Sorghum"
"392155","USA016","PI 533746","Sorghum"
"392158","USA016","PI 533820","Sorghum"
"392161","USA016","PI 533870","Sorghum"
"392164","USA016","PI 534019","Sorghum"
"392166","USA016","PI 534060","Sorghum"
"392169","USA016","PI 534095","Sorghum"
"392222","USA016","PI 540821","Sorghum"
"392229","USA016","PI 542734","Sorghum"
"392230","USA016","PI 542756","Sorghum"
"392231","USA016","PI 542987","Sorghum"
"392239","USA016","PI 547912","Sorghum"
"392240","USA016","PI 547927","Sorghum"
"392241","USA016","PI 547941","Sorghum"
"392242","USA016","PI 548008","Sorghum"
"392244","USA016","PI 548038","Sorghum"
"392245","USA016","PI 548042","Sorghum"
"392248","USA016","PI 550644","Sorghum"
"392249","USA016","PI 550646","Sorghum"
"392250","USA016","PI 550653","Sorghum"
"392251","USA016","PI 550657","Sorghum"
"392253","USA016","PI 550685","Sorghum"
"392256","USA016","PI 550787","Sorghum"
"392257","USA016","PI 550789","Sorghum"
"392286","USA016","PI 560376","Sorghum"
"392288","USA016","PI 560409","Sorghum"
"392289","USA016","PI 560497","Sorghum"
"392323","USA016","PI 562940","Sorghum"
"392330","USA016","PI 563131","Sorghum"
"392334","USA016","PI 563269","Sorghum"
"392339","USA016","PI 563403","Sorghum"
"392341","USA016","PI 563410","Sorghum"
"392342","USA016","PI 563430","Sorghum"
"392344","USA016","PI 563450","Sorghum"
"392349","USA016","PI 563612","Sorghum"
"392350","USA016","PI 563615","Sorghum"
"392351","USA016","PI 563623","Sorghum"
"392352","USA016","PI 563666","Sorghum"
"392353","USA016","PI 563670","Sorghum"
"392354","USA016","PI 563702","Sorghum"
"392355","USA016","PI 563705","Sorghum"
"392356","USA016","PI 563754","Sorghum"
"392368","USA016","PI 565135","Sorghum"
"392369","USA016","PI 565163","Sorghum"
"392370","USA016","PI 565165","Sorghum"
"392374","USA016","PI 567914","Sorghum"
"392378","USA016","PI 567988","Sorghum"
"392436","USA016","PI 569812","Sorghum"
"392661","USA016","PI 599709","Sorghum"
"392672","USA016","PI 599861","Sorghum"
"392673","USA016","PI 599869","Sorghum"
"392674","USA016","PI 599874","Sorghum"
"392676","USA016","PI 599953","Sorghum"
"392677","USA016","PI 599957","Sorghum"
"392682","USA016","PI 601829","Sorghum"
"392683","USA016","PI 601840","Sorghum"
"392684","USA016","PI 601882","Sorghum"
"392685","USA016","PI 601936","Sorghum"
"392692","USA016","PI 602692","Sorghum"
"392693","USA016","PI 602697","Sorghum"
"392694","USA016","PI 602700","Sorghum"
"392695","USA016","PI 602709","Sorghum"
"392696","USA016","PI 602780","Sorghum"
"392697","USA016","PI 602785","Sorghum"
"406198","USA016","Grif 619","Sorghum"
"406281","USA016","Grif 7268","Sorghum"
"406286","USA016","PI 585337","Sorghum"
"406314","USA016","PI 586093","Sorghum"
"406349","USA016","PI 17548","Sorghum"
"406666","USA016","PI 88022","Sorghum"
"406870","USA016","PI 179501","Sorghum"
"407057","USA016","PI 246698","Sorghum"
"407108","USA016","PI 264453","Sorghum"
"407112","USA016","PI 267389","Sorghum"
"407113","USA016","PI 267408","Sorghum"
"407115","USA016","PI 267488","Sorghum"
"407191","USA016","PI 287600","Sorghum"
"407194","USA016","PI 287697","Sorghum"
"407223","USA016","PI 302122","Sorghum"
"407224","USA016","PI 302263","Sorghum"
"407246","USA016","PI 308216","Sorghum"
"407252","USA016","PI 308455","Sorghum"
"407253","USA016","PI 308461","Sorghum"
"407283","USA016","PI 326296","Sorghum"
"407398","USA016","PI 391653","Sorghum"
"407741","USA016","PI 475141","Sorghum"
"407745","USA016","PI 475215","Sorghum"
"407785","USA016","PI 485795","Sorghum"
"407786","USA016","PI 485796","Sorghum"
"407809","USA016","PI 495001","Sorghum"
"407860","USA016","PI 501620","Sorghum"
"407893","USA016","PI 511023","Sorghum"
"407899","USA016","PI 511790","Sorghum"
"408036","USA016","PI 526637","Sorghum"
"408037","USA016","PI 526655","Sorghum"
"408042","USA016","PI 526827","Sorghum"
"408047","USA016","PI 526903","Sorghum"
"408052","USA016","PI 527107","Sorghum"
"408056","USA016","PI 527180","Sorghum"
"408059","USA016","PI 527428","Sorghum"
"408147","USA016","PI 532889","Sorghum"
"408149","USA016","PI 533880","Sorghum"
"408150","USA016","PI 533951","Sorghum"
"408151","USA016","PI 533952","Sorghum"
"408156","USA016","PI 534048","Sorghum"
"408157","USA016","PI 534062","Sorghum"
"408158","USA016","PI 534096","Sorghum"
"408159","USA016","PI 534103","Sorghum"
"408178","USA016","PI 537714","Sorghum"
"408198","USA016","PI 540802","Sorghum"
"408206","USA016","PI 542721","Sorghum"
"408224","USA016","PI 547924","Sorghum"
"408226","USA016","PI 547973","Sorghum"
"408227","USA016","PI 547976","Sorghum"
"408228","USA016","PI 547990","Sorghum"
"408233","USA016","PI 550638","Sorghum"
"408235","USA016","PI 550783","Sorghum"
"408236","USA016","PI 550786","Sorghum"
"408237","USA016","PI 550811","Sorghum"
"408267","USA016","PI 560485","Sorghum"
"408278","USA016","PI 562173","Sorghum"
"408292","USA016","PI 562702","Sorghum"
"408300","USA016","PI 562929","Sorghum"
"408310","USA016","PI 563268","Sorghum"
"408319","USA016","PI 563384","Sorghum"
"408320","USA016","PI 563413","Sorghum"
"408325","USA016","PI 563553","Sorghum"
"408326","USA016","PI 563558","Sorghum"
"408327","USA016","PI 563596","Sorghum"
"408328","USA016","PI 563625","Sorghum"
"408330","USA016","PI 563819","Sorghum"
"408337","USA016","PI 565118","Sorghum"
"408339","USA016","PI 565168","Sorghum"
"408340","USA016","PI 567927","Sorghum"
"408341","USA016","PI 567975","Sorghum"
"408342","USA016","PI 568014","Sorghum"
"408343","USA016","PI 568037","Sorghum"
"408476","USA016","PI 584105","Sorghum"
"408635","USA016","PI 599703","Sorghum"
"408636","USA016","PI 599725","Sorghum"
"408652","USA016","PI 599855","Sorghum"
"408653","USA016","PI 599883","Sorghum"
"408654","USA016","PI 599897","Sorghum"
"408655","USA016","PI 599921","Sorghum"
"408656","USA016","PI 599932","Sorghum"
"408657","USA016","PI 599958","Sorghum"
"408661","USA016","PI 601859","Sorghum"
"408663","USA016","PI 601896","Sorghum"
"408664","USA016","PI 601918","Sorghum"
"408665","USA016","PI 601921","Sorghum"
"408666","USA016","PI 601923","Sorghum"
"408667","USA016","PI 601929","Sorghum"
"408668","USA016","PI 601941","Sorghum"
"408673","USA016","PI 602688","Sorghum"
"408674","USA016","PI 602699","Sorghum"
"408675","USA016","PI 602710","Sorghum"
"408676","USA016","PI 602714","Sorghum"
"408679","USA016","PI 602800","Sorghum"
"408680","USA016","PI 602805","Sorghum"
"408681","USA016","PI 602835","Sorghum"
"422198","USA016","PI 643103","Sorghum"
"422204","USA016","Grif 612","Sorghum"
"422317","USA016","PI 586386","Sorghum"
"422321","USA016","PI 586465","Sorghum"
"422323","USA016","PI 586502","Sorghum"
"422668","USA016","PI 92263","Sorghum"
"422823","USA016","PI 170781","Sorghum"
"422824","USA016","PI 170800","Sorghum"
"422836","USA016","PI 173112","Sorghum"
"422851","USA016","PI 180005","Sorghum"
"422992","USA016","PI 236281","Sorghum"
"422993","USA016","PI 236295","Sorghum"
"423068","USA016","PI 267406","Sorghum"
"423070","USA016","PI 267475","Sorghum"
"423071","USA016","PI 267480","Sorghum"
"423072","USA016","PI 267484","Sorghum"
"423073","USA016","PI 267528","Sorghum"
"423128","USA016","PI 284989","Sorghum"
"423167","USA016","PI 297135","Sorghum"
"423196","USA016","PI 308258","Sorghum"
"423198","USA016","PI 308277","Sorghum"
"423201","USA016","PI 308291","Sorghum"
"423368","USA016","PI 392391","Sorghum"
"423380","USA016","PI 408813","Sorghum"
"423381","USA016","PI 408825","Sorghum"
"423700","USA016","PI 475075","Sorghum"
"423705","USA016","PI 475291","Sorghum"
"423732","USA016","PI 482749","Sorghum"
"423740","USA016","PI 485806","Sorghum"
"423796","USA016","PI 499325","Sorghum"
"423844","USA016","PI 510939","Sorghum"
"423994","USA016","PI 526727","Sorghum"
"424003","USA016","PI 527157","Sorghum"
"424005","USA016","PI 527209","Sorghum"
"424091","USA016","PI 532195","Sorghum"
"424094","USA016","PI 532888","Sorghum"
"424095","USA016","PI 533617","Sorghum"
"424097","USA016","PI 533829","Sorghum"
"424098","USA016","PI 533833","Sorghum"
"424101","USA016","PI 533968","Sorghum"
"424104","USA016","PI 534040","Sorghum"
"424105","USA016","PI 534043","Sorghum"
"424106","USA016","PI 534076","Sorghum"
"424107","USA016","PI 534094","Sorghum"
"424159","USA016","PI 542986","Sorghum"
"424172","USA016","PI 547921","Sorghum"
"424173","USA016","PI 547978","Sorghum"
"424174","USA016","PI 547981","Sorghum"
"424178","USA016","PI 550586","Sorghum"
"424179","USA016","PI 550662","Sorghum"
"424193","USA016","PI 555677","Sorghum"
"424194","USA016","PI 555678","Sorghum"
"424208","USA016","PI 560476","Sorghum"
"424227","USA016","PI 562891","Sorghum"
"424239","USA016","PI 563374","Sorghum"
"424240","USA016","PI 563424","Sorghum"
"424241","USA016","PI 563433","Sorghum"
"424245","USA016","PI 563539","Sorghum"
"424246","USA016","PI 563724","Sorghum"
"424247","USA016","PI 563755","Sorghum"
"424248","USA016","PI 563813","Sorghum"
"424249","USA016","PI 563824","Sorghum"
"424258","USA016","PI 565133","Sorghum"
"424261","USA016","PI 565156","Sorghum"
"424265","USA016","PI 567948","Sorghum"
"424266","USA016","PI 567950","Sorghum"
"424267","USA016","PI 567971","Sorghum"
"424407","USA016","PI 586541","Sorghum"
"424408","USA016","PI 586549","Sorghum"
"424524","USA016","PI 599705","Sorghum"
"424536","USA016","PI 599814","Sorghum"
"424537","USA016","PI 599859","Sorghum"
"424539","USA016","PI 599877","Sorghum"
"424540","USA016","PI 599878","Sorghum"
"424541","USA016","PI 599910","Sorghum"
"424549","USA016","PI 602671","Sorghum"
"424550","USA016","PI 602679","Sorghum"
"424551","USA016","PI 602705","Sorghum"
"424553","USA016","PI 602809","Sorghum"
"438075","USA016","Grif 590","Sorghum"
"438169","USA016","PI 585313","Sorghum"
"438170","USA016","PI 585322","Sorghum"
"438210","USA016","PI 586446","Sorghum"
"438683","USA016","PI 152795","Sorghum"
"438720","USA016","PI 164416","Sorghum"
"438731","USA016","PI 167014","Sorghum"
"438738","USA016","PI 170784","Sorghum"
"438740","USA016","PI 170792","Sorghum"
"438863","USA016","PI 206994","Sorghum"
"438886","USA016","PI 217839","Sorghum"
"438887","USA016","PI 218112","Sorghum"
"438906","USA016","PI 229857","Sorghum"
"439003","USA016","PI 264451","Sorghum"
"439006","USA016","PI 266956","Sorghum"
"439012","USA016","PI 267490","Sorghum"
"439014","USA016","PI 267624","Sorghum"
"439078","USA016","PI 284999","Sorghum"
"439080","USA016","PI 287583","Sorghum"
"439081","USA016","PI 287626","Sorghum"
"439111","USA016","PI 302127","Sorghum"
"439144","USA016","PI 308388","Sorghum"
"439145","USA016","PI 308432","Sorghum"
"439146","USA016","PI 308465","Sorghum"
"439147","USA016","PI 308488","Sorghum"
"439344","USA016","PI 430471","Sorghum"
"439655","USA016","PI 475056","Sorghum"
"439659","USA016","PI 475164","Sorghum"
"439706","USA016","PI 485778","Sorghum"
"439708","USA016","PI 485844","Sorghum"
"439709","USA016","PI 485846","Sorghum"
"439818","USA016","PI 510921","Sorghum"
"439819","USA016","PI 510931","Sorghum"
"439820","USA016","PI 510940","Sorghum"
"439821","USA016","PI 510960","Sorghum"
"439834","USA016","PI 511833","Sorghum"
"439987","USA016","PI 526669","Sorghum"
"439989","USA016","PI 526747","Sorghum"
"439992","USA016","PI 526976","Sorghum"
"440080","USA016","PI 532187","Sorghum"
"440081","USA016","PI 532192","Sorghum"
"440083","USA016","PI 532222","Sorghum"
"440088","USA016","PI 533611","Sorghum"
"440089","USA016","PI 533620","Sorghum"
"440090","USA016","PI 533621","Sorghum"
"440093","USA016","PI 533855","Sorghum"
"440095","USA016","PI 533912","Sorghum"
"440097","USA016","PI 533985","Sorghum"
"440098","USA016","PI 534037","Sorghum"
"440099","USA016","PI 534110","Sorghum"
"440101","USA016","PI 534141","Sorghum"
"440147","USA016","PI 540795","Sorghum"
"440155","USA016","PI 542728","Sorghum"
"440156","USA016","PI 542757","Sorghum"
"440157","USA016","PI 542762","Sorghum"
"440164","USA016","PI 545589","Sorghum"
"440165","USA016","PI 547907","Sorghum"
"440166","USA016","PI 547908","Sorghum"
"440168","USA016","PI 547930","Sorghum"
"440169","USA016","PI 548011","Sorghum"
"440170","USA016","PI 548016","Sorghum"
"440171","USA016","PI 548041","Sorghum"
"440173","USA016","PI 550661","Sorghum"
"440174","USA016","PI 550686","Sorghum"
"440175","USA016","PI 550798","Sorghum"
"440176","USA016","PI 550846","Sorghum"
"440177","USA016","PI 550847","Sorghum"
"440178","USA016","PI 550851","Sorghum"
"440179","USA016","PI 550871","Sorghum"
"440210","USA016","PI 560371","Sorghum"
"440211","USA016","PI 560487","Sorghum"
"440225","USA016","PI 562723","Sorghum"
"440226","USA016","PI 562727","Sorghum"
"440230","USA016","PI 562945","Sorghum"
"440236","USA016","PI 563119","Sorghum"
"440245","USA016","PI 563598","Sorghum"
"440247","USA016","PI 563675","Sorghum"
"440248","USA016","PI 563699","Sorghum"
"440249","USA016","PI 563709","Sorghum"
"440250","USA016","PI 563720","Sorghum"
"440251","USA016","PI 563763","Sorghum"
"440254","USA016","PI 565177","Sorghum"
"440255","USA016","PI 567795","Sorghum"
"440260","USA016","PI 567974","Sorghum"
"440261","USA016","PI 567987","Sorghum"
"440512","USA016","PI 599723","Sorghum"
"440526","USA016","PI 599812","Sorghum"
"440527","USA016","PI 599818","Sorghum"
"440529","USA016","PI 599900","Sorghum"
"440530","USA016","PI 599943","Sorghum"
"440531","USA016","PI 599954","Sorghum"
"440535","USA016","PI 601892","Sorghum"
"440536","USA016","PI 601924","Sorghum"
"440542","USA016","PI 602693","Sorghum"
"440543","USA016","PI 602711","Sorghum"
"440544","USA016","PI 602718","Sorghum"
"440545","USA016","PI 602748","Sorghum"
"440546","USA016","PI 602758","Sorghum"
"440547","USA016","PI 602769","Sorghum"
"440548","USA016","PI 602771","Sorghum"
"440549","USA016","PI 602776","Sorghum"
"453880","USA016","PI 643111","Sorghum"
"453970","USA016","PI 585333","Sorghum"
"453972","USA016","PI 585378","Sorghum"
"453995","USA016","PI 586068","Sorghum"
"454010","USA016","PI 586497","Sorghum"
"454315","USA016","PI 90769","Sorghum"
"454468","USA016","PI 170804","Sorghum"
"454479","USA016","PI 173114","Sorghum"
"454616","USA016","PI 221610","Sorghum"
"454647","USA016","PI 236291","Sorghum"
"454672","USA016","PI 248323","Sorghum"
"454673","USA016","PI 248325","Sorghum"
"454712","USA016","PI 267321","Sorghum"
"454713","USA016","PI 267322","Sorghum"
"454719","USA016","PI 267497","Sorghum"
"454794","USA016","PI 287571","Sorghum"
"454835","USA016","PI 308239","Sorghum"
"454840","USA016","PI 308433","Sorghum"
"454841","USA016","PI 308459","Sorghum"
"454843","USA016","PI 308467","Sorghum"
"454844","USA016","PI 308491","Sorghum"
"454872","USA016","PI 326292","Sorghum"
"455004","USA016","PI 400226","Sorghum"
"455238","USA016","PI 462056","Sorghum"
"455343","USA016","PI 475068","Sorghum"
"455345","USA016","PI 475145","Sorghum"
"455348","USA016","PI 475255","Sorghum"
"455350","USA016","PI 475290","Sorghum"
"455351","USA016","PI 475321","Sorghum"
"455357","USA016","PI 475451","Sorghum"
"455382","USA016","PI 482612","Sorghum"
"455492","USA016","PI 508141","Sorghum"
"455497","USA016","PI 510898","Sorghum"
"455500","USA016","PI 511006","Sorghum"
"455525","USA016","PI 513745","Sorghum"
"455649","USA016","PI 527088","Sorghum"
"455652","USA016","PI 527195","Sorghum"
"455737","USA016","PI 533610","Sorghum"
"455740","USA016","PI 533799","Sorghum"
"455742","USA016","PI 533828","Sorghum"
"455743","USA016","PI 533836","Sorghum"
"455746","USA016","PI 533941","Sorghum"
"455747","USA016","PI 533955","Sorghum"
"455750","USA016","PI 534070","Sorghum"
"455779","USA016","PI 538371","Sorghum"
"455804","USA016","PI 542758","Sorghum"
"455822","USA016","PI 545578","Sorghum"
"455827","USA016","PI 547920","Sorghum"
"455828","USA016","PI 547933","Sorghum"
"455829","USA016","PI 547977","Sorghum"
"455830","USA016","PI 548012","Sorghum"
"455831","USA016","PI 548026","Sorghum"
"455835","USA016","PI 550652","Sorghum"
"455836","USA016","PI 550804","Sorghum"
"455837","USA016","PI 550826","Sorghum"
"455839","USA016","PI 550834","Sorghum"
"455840","USA016","PI 550843","Sorghum"
"455851","USA016","PI 555674","Sorghum"
"455874","USA016","PI 562148","Sorghum"
"455878","USA016","PI 562280","Sorghum"
"455893","USA016","PI 562889","Sorghum"
"455895","USA016","PI 563036","Sorghum"
"455898","USA016","PI 563098","Sorghum"
"455906","USA016","PI 563420","Sorghum"
"455907","USA016","PI 563544","Sorghum"
"455908","USA016","PI 563560","Sorghum"
"455910","USA016","PI 563703","Sorghum"
"455911","USA016","PI 563801","Sorghum"
"455918","USA016","PI 565128","Sorghum"
"455923","USA016","PI 567928","Sorghum"
"455925","USA016","PI 568026","Sorghum"
"456161","USA016","PI 599707","Sorghum"
"456179","USA016","PI 599748","Sorghum"
"456181","USA016","PI 599836","Sorghum"
"456182","USA016","PI 599845","Sorghum"
"456183","USA016","PI 599846","Sorghum"
"456184","USA016","PI 599854","Sorghum"
"456185","USA016","PI 599882","Sorghum"
"456186","USA016","PI 599930","Sorghum"
"456187","USA016","PI 599956","Sorghum"
"456188","USA016","PI 599970","Sorghum"
"456191","USA016","PI 601836","Sorghum"
"456192","USA016","PI 601851","Sorghum"
"456193","USA016","PI 601860","Sorghum"
"456194","USA016","PI 601869","Sorghum"
"456200","USA016","PI 602704","Sorghum"
"456201","USA016","PI 602721","Sorghum"
"456202","USA016","PI 602788","Sorghum"
"456203","USA016","PI 602790","Sorghum"
"456204","USA016","PI 602814","Sorghum"
"456205","USA016","PI 602840","Sorghum"
"469627","USA016","Grif 503","Sorghum"
"469629","USA016","Grif 517","Sorghum"
"469630","USA016","Grif 545","Sorghum"
"469634","USA016","PI 643112","Sorghum"
"469636","USA016","Grif 625","Sorghum"
"469711","USA016","PI 585303","Sorghum"
"469712","USA016","PI 585319","Sorghum"
"469713","USA016","PI 585325","Sorghum"
"469714","USA016","PI 585362","Sorghum"
"469753","USA016","PI 586437","Sorghum"
"469754","USA016","PI 586445","Sorghum"
"469755","USA016","PI 586451","Sorghum"
"469961","USA016","PI 68003","Sorghum"
"470235","USA016","PI 164137","Sorghum"
"470277","USA016","PI 180002","Sorghum"
"470284","USA016","PI 181084","Sorghum"
"470382","USA016","PI 205230","Sorghum"
"470405","USA016","PI 217895","Sorghum"
"470433","USA016","PI 236284","Sorghum"
"470508","USA016","PI 267483","Sorghum"
"470622","USA016","PI 302259","Sorghum"
"470632","USA016","PI 305044","Sorghum"
"470649","USA016","PI 308223","Sorghum"
"470656","USA016","PI 308457","Sorghum"
"470658","USA016","PI 308481","Sorghum"
"470659","USA016","PI 308487","Sorghum"
"471162","USA016","PI 475118","Sorghum"
"471166","USA016","PI 475314","Sorghum"
"471260","USA016","PI 499306","Sorghum"
"471261","USA016","PI 499320","Sorghum"
"471312","USA016","PI 510948","Sorghum"
"471314","USA016","PI 510994","Sorghum"
"471322","USA016","PI 511801","Sorghum"
